ISO,Spool,Subsystem,Test Pack,Pressure,Hydro Group,Module,Assembly,LF,Size,Conn,EHT,Insul,Stage
R01-PA-567-O-6232-10,R01-PA-567-O-6232-10-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 07,In-Rack,39.95,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-10,R01-PA-567-O-6232-10-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 07,In-Rack,39.95,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-11,R01-PA-567-O-6232-11-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 08,In-Rack,18.13,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-11,R01-PA-567-O-6232-11-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 08,In-Rack,19.49,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-11,R01-PA-567-O-6232-11-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 08,In-Rack,17.38,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-12,R01-PA-567-O-6232-12-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 08,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-12,R01-PA-567-O-6232-12-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 08,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-12,R01-PA-567-O-6232-12-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 08,In-Rack,11.26,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-13,R01-PA-567-O-6232-13-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 09,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-13,R01-PA-567-O-6232-13-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 09,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-13,R01-PA-567-O-6232-13-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 09,In-Rack,20.12,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-14,R01-PA-567-O-6232-14-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 10,In-Rack,19.59,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-14,R01-PA-567-O-6232-14-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 10,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-14,R01-PA-567-O-6232-14-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 10,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-15,R01-PA-567-O-6232-15-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 12,In-Rack,10.23,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-15,R01-PA-567-O-6232-15-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 11,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-15,R01-PA-567-O-6232-15-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 11,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-16,R01-PA-567-O-6232-16-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 12,In-Rack,18.02,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-16,R01-PA-567-O-6232-16-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 12,In-Rack,19.41,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-16,R01-PA-567-O-6232-16-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 12,In-Rack,17.35,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-17,R01-PA-567-O-6232-17-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 13,In-Rack,39.95,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-17,R01-PA-567-O-6232-17-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 12,In-Rack,40.03,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-17,R01-PA-567-O-6232-17-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 12,In-Rack,11.34,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-18,R01-PA-567-O-6232-18-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 13,In-Rack,40.03,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-18,R01-PA-567-O-6232-18-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 13,In-Rack,40.03,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-18,R01-PA-567-O-6232-18-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 13,In-Rack,20.12,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-19,R01-PA-567-O-6232-19-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 14,In-Rack,19.67,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-19,R01-PA-567-O-6232-19-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 14,In-Rack,40.06,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-19,R01-PA-567-O-6232-19-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 14,In-Rack,40.06,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-20,R01-PA-567-O-6232-20-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 15,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-20,R01-PA-567-O-6232-20-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 15,In-Rack,38.48,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-21,R01-PA-567-O-6232-21-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 16,In-Rack,16.83,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-21,R01-PA-567-O-6232-21-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 15,In-Rack,10.76,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-22,R01-PA-567-O-6232-22-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 16,In-Rack,20.22,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-22,R01-PA-567-O-6232-22-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 16,In-Rack,39.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-23,R01-PA-567-O-6232-23-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 17,In-Rack,29.98,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-23,R01-PA-567-O-6232-23-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 17,In-Rack,39.95,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-23,R01-PA-567-O-6232-23-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 16,In-Rack,16.15,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-23,R01-PA-567-O-6232-23-4,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 16,In-Rack,20.04,2,Lokring,NO,NO,PRE
R01-PA-567-O-6232-24,R01-PA-567-O-6232-24-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 18,In-Rack,39.98,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-24,R01-PA-567-O-6232-24-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 18,In-Rack,39.98,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-24,R01-PA-567-O-6232-24-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 17,In-Rack,10.08,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-25,R01-PA-567-O-6232-25-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 18,In-Rack,19.4,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-25,R01-PA-567-O-6232-25-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 18,In-Rack,16.45,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-25,R01-PA-567-O-6232-25-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 18,In-Rack,15.77,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-26,R01-PA-567-O-6232-26-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 19,In-Rack,39.98,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-26,R01-PA-567-O-6232-26-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 19,In-Rack,39.98,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-26,R01-PA-567-O-6232-26-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 18,In-Rack,39.98,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-27,R01-PA-567-O-6232-27-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 20,In-Rack,25.39,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-27,R01-PA-567-O-6232-27-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 20,In-Rack,44.14,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-27,R01-PA-567-O-6232-27-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 19,In-Rack,9.72,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-28,R01-PA-567-O-6232-28-1,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 20,In-Rack,13.38,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-28,R01-PA-567-O-6232-28-2,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 20,In-Rack,7.35,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-28,R01-PA-567-O-6232-28-3,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 21,In-Rack,16.53,2,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-28,R01-PA-567-O-6232-28-4,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 21,In-Rack,2.99,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6232-28,R01-PA-567-O-6232-28-5,17.01-C12,TP-17.01-C12-002,450 PSIG,BULK TEST 3,Module 21,In-Rack,18.07,2,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-01,R01-PA-567-O-6245-01-1,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 22,In-Rack,39.98,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-01,R01-PA-567-O-6245-01-2,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 21,In-Rack,40.03,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-01,R01-PA-567-O-6245-01-3,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 21,In-Rack,14.95,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-02,R01-PA-567-O-6245-02-1,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 23,In-Rack,40.06,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-02,R01-PA-567-O-6245-02-2,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 23,In-Rack,19.94,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-02,R01-PA-567-O-6245-02-3,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 23,In-Rack,40.06,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-02,R01-PA-567-O-6245-02-4,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 22,In-Rack,39.98,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-02,R01-PA-567-O-6245-02-5,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 22,In-Rack,20.01,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-03,R01-PA-567-O-6245-03-1,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 24,In-Rack,36.65,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-03,R01-PA-567-O-6245-03-2,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 24,In-Rack,14.8,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-03,R01-PA-567-O-6245-03-3,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 24,In-Rack,20.04,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-03,R01-PA-567-O-6245-03-4,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 24,In-Rack,39.95,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-04,R01-PA-567-O-6245-04-1,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 24,In-Rack,23.02,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-04,R01-PA-567-O-6245-04-2,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 24,In-Rack,40.18,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-04,R01-PA-567-O-6245-04-3,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 25,In-Rack,40.06,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-04,R01-PA-567-O-6245-04-4,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 25,In-Rack,19.94,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-05,R01-PA-567-O-6245-05-1,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 26,In-Rack,39.98,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-05,R01-PA-567-O-6245-05-2,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 26,In-Rack,20.01,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-05,R01-PA-567-O-6245-05-3,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 26,In-Rack,39.98,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-05,R01-PA-567-O-6245-05-4,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 25,In-Rack,40.06,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-06,R01-PA-567-O-6245-06-1,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 28,In-Rack,23.78,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-06,R01-PA-567-O-6245-06-2,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 27,In-Rack,40.03,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-06,R01-PA-567-O-6245-06-3,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 27,In-Rack,33.76,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-06,R01-PA-567-O-6245-06-4,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 27,In-Rack,26.24,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-07,R01-PA-567-O-6245-07-1,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 28,In-Rack,10.11,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-07,R01-PA-567-O-6245-07-2,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 28,In-Rack,26.42,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-07,R01-PA-567-O-6245-07-3,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 28,In-Rack,16.47,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-08,R01-PA-567-O-6245-08-1,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,No Module,In-Rack,39.95,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-08,R01-PA-567-O-6245-08-2,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,No Module,In-Rack,39.98,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-08,R01-PA-567-O-6245-08-3,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 28,In-Rack,40.06,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6245-08,R01-PA-567-O-6245-08-4,33.01-DL,TP-33.01-DL-003,450 PSIG,BULK TEST 2,Module 28,In-Rack,39.95,10,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-01,R01-PA-567-O-6246-01-1,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 21,In-Rack,3.2,1,Lokring,NO,NO,HYDRO
R01-PA-567-O-6246-01,R01-PA-567-O-6246-01-2,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 21,In-Rack,16.79,4,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-02,R01-PA-567-O-6246-02-1,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 22,In-Rack,11.16,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-02,R01-PA-567-O-6246-02-2,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 22,In-Rack,16.36,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-02,R01-PA-567-O-6246-02-3,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 21,In-Rack,39.98,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6246-03,R01-PA-567-O-6246-03-1,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 22,In-Rack,40.01,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-03,R01-PA-567-O-6246-03-2,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 22,In-Rack,40.01,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-03,R01-PA-567-O-6246-03-3,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 22,In-Rack,39.98,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-04,R01-PA-567-O-6246-04-1,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 23,In-Rack,23.03,6,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-04,R01-PA-567-O-6246-04-2,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 23,In-Rack,18.86,6,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-04,R01-PA-567-O-6246-04-3,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 22,In-Rack,16.82,6,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-05,R01-PA-567-O-6246-05-1,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 24,In-Rack,39.98,6,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-05,R01-PA-567-O-6246-05-2,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 24,In-Rack,20.01,6,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-05,R01-PA-567-O-6246-05-3,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 23,In-Rack,15.87,6,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-06,R01-PA-567-O-6246-06-1,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 25,In-Rack,40.03,2,Lokring,NO,NO,INSTALL
R01-PA-567-O-6246-06,R01-PA-567-O-6246-06-2,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 25,In-Rack,39.95,2,Lokring,NO,NO,INSTALL
R01-PA-567-O-6246-06,R01-PA-567-O-6246-06-3,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 24,In-Rack,16.61,2,Lokring,NO,NO,INSTALL
R01-PA-567-O-6246-06,R01-PA-567-O-6246-06-4,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 24,In-Rack,39.95,2,Lokring,NO,NO,INSTALL
R01-PA-567-O-6246-06,R01-PA-567-O-6246-06-5,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 24,In-Rack,20.01,2,Lokring,NO,NO,INSTALL
R01-PA-567-O-6246-06,R01-PA-567-O-6246-06-6,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 24,In-Rack,39.95,2,Lokring,NO,NO,INSTALL
R01-PA-567-O-6246-06,R01-PA-567-O-6246-06-7,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 24,In-Rack,20.01,2,Lokring,NO,NO,INSTALL
R01-PA-567-O-6246-07,R01-PA-567-O-6246-07-1,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 26,In-Rack,39.95,4,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-07,R01-PA-567-O-6246-07-2,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 26,In-Rack,39.61,4,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-07,R01-PA-567-O-6246-07-3,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 25,In-Rack,18.19,4,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-08,R01-PA-567-O-6246-08-1,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 27,In-Rack,39.98,8,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-08,R01-PA-567-O-6246-08-2,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 27,In-Rack,39.98,8,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-08,R01-PA-567-O-6246-08-3,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 26,In-Rack,39.98,3,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-08,R01-PA-567-O-6246-08-4,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 26,In-Rack,39.98,3,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-08,R01-PA-567-O-6246-08-5,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 26,In-Rack,40.03,3,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-08,R01-PA-567-O-6246-08-6,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 26,In-Rack,39.98,8,Weld,NO,NO,INSTALL
R01-PA-567-O-6246-09,R01-PA-567-O-6246-09-1,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 28,In-Rack,39.98,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6246-09,R01-PA-567-O-6246-09-2,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 28,In-Rack,40.03,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6246-09,R01-PA-567-O-6246-09-3,15.01-C8,TP-15.01-C8-002,450 PSIG,BULK TEST 4,Module 27,In-Rack,20.01,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6246-10,R01-PA-567-O-6246-10-1,15.01-C8,TP-15.01-C8-005,450 PSIG,R05 Hydrotest Group,Module 28,In-Rack,33.43,6,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-10,R01-PA-567-O-6246-10-2,15.01-C8,TP-15.01-C8-005,450 PSIG,R05 Hydrotest Group,Module 28,In-Rack,20.04,6,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-10,R01-PA-567-O-6246-10-3,15.01-C8,TP-15.01-C8-005,450 PSIG,R05 Hydrotest Group,Module 28,In-Rack,39.95,6,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-11,R01-PA-567-O-6246-11-1,15.01-C8,TP-15.01-C8-005,450 PSIG,R05 Hydrotest Group,Module 29,In-Rack,30.24,4,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-11,R01-PA-567-O-6246-11-2,15.01-C8,TP-15.01-C8-005,450 PSIG,R05 Hydrotest Group,Module 29,In-Rack,23.94,4,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-11,R01-PA-567-O-6246-11-3,15.01-C8,TP-15.01-C8-005,450 PSIG,R05 Hydrotest Group,Module 29,In-Rack,6.59,4,Weld,NO,NO,HYDRO
R01-PA-567-O-6246-11,R01-PA-567-O-6246-11-4,15.01-C8,TP-15.01-C8-005,450 PSIG,R05 Hydrotest Group,Module 29,In-Rack,20.01,2,Lokring,NO,NO,INSTALL
R01-PA-567-O-6247-01,R01-PA-567-O-6247-01-1,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 21,In-Rack,3.39,1,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-01,R01-PA-567-O-6247-01-2,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 21,In-Rack,13.64,3,Lokring,NO,NO,HYDRO
R01-PA-567-O-6247-02,R01-PA-567-O-6247-02-1,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 22,In-Rack,40.01,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-02,R01-PA-567-O-6247-02-2,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 22,In-Rack,19.94,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-02,R01-PA-567-O-6247-02-3,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 22,In-Rack,21.83,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-02,R01-PA-567-O-6247-02-4,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 21,In-Rack,20.84,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-03,R01-PA-567-O-6247-03-1,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 22,In-Rack,34.9,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-03,R01-PA-567-O-6247-03-2,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 22,In-Rack,12.54,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-03,R01-PA-567-O-6247-03-3,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 22,In-Rack,39.21,3,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-04,R01-PA-567-O-6247-04-1,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 23,In-Rack,10.37,6,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-04,R01-PA-567-O-6247-04-2,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 23,In-Rack,38.18,6,Weld,NO,NO,HYDRO
R01-PA-567-O-6247-05,R01-PA-567-O-6247-05-1,17.01-C12,TP-17.01-C12-001,450 PSIG,BULK TEST 4,Module 24,In-Rack,31.45,6,Weld,NO,NO,HYDRO
